image_id,magazine_id,image_number,in_out,explicit,symbol,weapon,gruesome,narrative,strength,caption
D12_29,D12,29,1,0,0,0,0,6,2,1
D12_30,D12,30,1,0,0,0,0,6,1,1
D12_31,D12,31,0,0,2,0,0,0,0,0
D12_32,D12,32,0,0,0,0,1,0,0,1
D12_33,D12,33,-99,-99,0,0,0,0,0,0
D12_34,D12,34,-99,-99,0,0,0,0,0,0
D12_35,D12,35,-99,-99,0,0,0,0,0,0
D12_36,D12,36,0,1,2,0,0,0,0,0
D12_37,D12,37,1,1,3,0,0,0,0,0
D12_38,D12,38,0,0,0,0,1,7,2,1
D12_39,D12,39,1,0,0,1,1,4,1,1
D12_40,D12,40,0,0,0,0,0,7,2,1
D12_41,D12,41,1,0,0,0,1,7,2,1
D12_42,D12,42,0,0,0,0,0,7,1,1
D12_43,D12,43,1,0,0,0,0,7,2,1
D12_44,D12,44,1,0,0,0,0,4,1,1
D12_45,D12,45,1,0,0,0,0,7,2,1
D12_46,D12,46,0,1,5,0,0,0,0,0
D12_47,D12,47,1,0,0,0,0,6,1,1
D12_48,D12,48,0,0,0,1,0,3,1,1
D12_49,D12,49,1,0,0,0,0,6,2,1
D12_50,D12,50,1,0,0,0,0,6,2,1
D12_51,D12,51,0,0,5,1,0,2,2,1
D12_52,D12,52,0,0,0,1,0,3,1,0
D12_53,D12,53,0,0,0,1,0,7,2,1
D12_54,D12,54,0,0,0,0,0,3,1,1
D12_55,D12,55,0,0,0,1,0,7,2,1
D12_56,D12,56,0,0,0,0,1,7,2,1
D12_57,D12,57,0,0,2,1,0,7,2,1
D12_58,D12,58,-99,-99,0,0,0,0,0,1
D12_59,D12,59,0,0,0,0,0,0,0,1
D12_60,D12,60,0,0,0,1,0,7,2,1
D12_61,D12,61,0,0,0,0,0,7,2,1
D12_62,D12,62,0,0,1,0,0,2,2,1
D12_63,D12,63,0,0,0,0,0,0,0,1
D12_64,D12,64,0,0,0,1,0,7,2,1
D12_65,D12,65,0,0,0,0,0,0,0,0
D12_66,D12,66,1,0,0,0,1,7,2,0
D12_67,D12,67,1,0,0,1,0,7,2,0
D12_68,D12,68,1,0,0,0,1,7,2,0
D12_69,D12,69,1,0,0,0,1,7,2,0
D12_70,D12,70,0,0,0,0,0,0,0,1
D12_71,D12,71,1,0,0,0,0,6,1,1
D12_72,D12,72,1,0,0,0,0,7,1,1
D12_73,D12,73,-99,-99,0,0,0,0,0,1
D12_74,D12,74,1,1,5,0,0,6,1,1
D12_75,D12,75,0,0,0,1,0,3,1,0
D12_76,D12,76,0,0,0,0,0,0,0,1
D12_77,D12,77,1,0,0,1,0,7,2,1
D12_78,D12,78,0,0,0,1,0,7,2,1
D12_79,D12,79,0,0,0,1,0,7,2,1
D12_80,D12,80,0,0,8,1,1,4,2,1
D12_81,D12,81,0,0,0,1,0,7,1,1
D12_82,D12,82,1,0,5,0,0,2,1,1
D12_83,D12,83,0,0,0,0,0,7,1,1
D12_84,D12,84,0,0,0,1,0,0,0,1
D12_85,D12,85,0,0,0,1,0,7,1,1
D12_86,D12,86,0,0,0,1,0,7,2,1
D12_87,D12,87,-99,-99,0,0,0,0,0,1
D12_88,D12,88,1,0,0,0,0,0,0,1
D12_89,D12,89,1,0,0,1,0,6,2,1
D12_90,D12,90,1,0,0,1,0,6,1,1
D12_91,D12,91,1,0,0,1,0,6,2,1
D12_92,D12,92,1,0,0,0,0,0,0,0
D12_93,D12,93,1,0,0,0,0,7,2,1
D12_94,D12,94,1,0,0,0,0,0,1,0
D12_95,D12,95,1,0,0,0,0,6,2,1
D12_96,D12,96,1,0,0,0,0,6,1,1
D12_97,D12,97,1,0,0,0,0,6,1,1
D12_98,D12,98,0,0,0,1,0,0,0,0
D12_99,D12,99,0,0,0,0,0,0,0,1
D12_100,D12,100,0,0,0,0,0,0,0,1
D12_101,D12,101,0,0,0,0,0,0,0,0
D12_102,D12,102,0,0,0,1,0,3,1,0
D12_103,D12,103,0,0,8,1,1,4,2,1
D12_104,D12,104,0,0,8,1,1,4,2,1
D12_105,D12,105,0,0,0,1,0,0,0,1
D12_106,D12,106,1,0,0,0,0,1,1,1
D12_107,D12,107,0,0,0,0,0,2,1,1
D12_108,D12,108,0,0,0,1,0,7,1,1
D12_109,D12,109,0,0,0,0,0,0,0,1
D12_110,D12,110,0,0,0,0,0,0,0,1
D12_111,D12,111,0,0,8,1,0,4,1,1
D12_112,D12,112,0,0,8,1,0,4,1,1
D12_113,D12,113,0,0,8,1,0,4,1,1
D12_114,D12,114,0,0,0,1,0,7,1,0
D12_115,D12,115,1,0,0,0,0,6,2,1
D12_116,D12,116,1,0,0,0,0,1,1,1
D12_117,D12,117,0,0,2,1,0,7,1,1
D12_118,D12,118,0,0,0,1,0,3,1,0
D12_119,D12,119,0,0,0,1,1,7,2,1
D12_120,D12,120,0,0,0,1,0,0,0,1
D12_121,D12,121,1,0,0,1,1,7,2,1
D12_122,D12,122,0,0,2,1,0,0,0,1
D12_123,D12,123,0,0,0,0,0,2,2,1
D12_124,D12,124,0,0,0,1,0,7,1,1
D12_125,D12,125,0,0,0,1,0,7,2,1
D12_126,D12,126,1,0,0,0,0,7,1,1
D12_127,D12,127,0,0,0,1,0,3,1,1
D12_128,D12,128,0,0,2,0,0,0,0,1
D12_129,D12,129,0,0,0,0,0,2,1,1
D12_130,D12,130,0,0,0,0,0,0,0,1
D12_131,D12,131,1,0,0,0,1,4,2,1
D12_132,D12,132,-99,-99,4,0,0,0,0,0
D13_1,D13,1,1,0,0,0,0,0,0,1
D13_2,D13,2,1,0,0,1,0,7,2,1
D13_3,D13,3,1,0,0,0,1,7,1,0
D13_4,D13,4,1,0,0,1,0,0,0,0
D13_5,D13,5,0,0,0,0,0,0,0,0
D13_6,D13,6,0,1,0,0,0,0,0,1
D13_7,D13,7,0,0,0,0,1,7,2,1
D13_8,D13,8,1,0,0,0,0,0,0,0
D13_9,D13,9,0,0,0,1,0,7,2,1
D13_10,D13,10,0,0,0,1,0,7,2,1
D13_11,D13,11,0,0,0,1,0,0,0,1
D13_12,D13,12,0,0,0,1,0,7,1,1
D13_13,D13,13,0,0,2,1,0,0,0,1
D13_14,D13,14,0,0,0,1,0,7,1,1
D13_15,D13,15,1,1,0,0,0,7,1,1
D13_16,D13,16,-99,1,0,0,0,0,0,1
D13_17,D13,17,1,0,0,0,0,0,0,1
D13_18,D13,18,1,0,0,0,0,0,0,1
D13_19,D13,19,1,0,0,1,0,7,1,1
D13_20,D13,20,0,0,0,0,0,0,0,1
D13_21,D13,21,0,0,0,0,0,0,0,1
D13_22,D13,22,1,0,0,1,0,6,2,0
D13_23,D13,23,1,0,0,0,0,6,1,1
D13_24,D13,24,0,0,0,1,0,7,2,0
D13_25,D13,25,0,0,0,1,0,4,2,1
D13_26,D13,26,0,0,8,1,0,4,2,1
D13_27,D13,27,0,0,2,0,0,0,0,1
D13_28,D13,28,0,0,0,0,0,7,0,1
D13_29,D13,29,0,0,0,1,0,7,1,1
D13_30,D13,30,0,0,0,0,0,0,0,1
D13_31,D13,31,0,0,0,1,0,7,1,1
D13_32,D13,32,0,0,0,1,0,0,0,1
D13_33,D13,33,0,0,0,0,0,0,0,1
D13_34,D13,34,1,0,0,0,0,6,1,1
D13_35,D13,35,1,1,5,0,0,1,2,1
D13_36,D13,36,1,0,0,0,0,1,2,1
D13_37,D13,37,1,0,5,0,0,1,1,1
D13_38,D13,38,0,0,0,1,0,7,2,1
D13_39,D13,39,0,1,0,1,0,7,1,1
D13_40,D13,40,-99,0,0,0,0,0,0,1
D13_41,D13,41,0,0,0,1,0,7,2,1
D13_42,D13,42,0,0,2,1,0,0,0,1
D13_43,D13,43,-99,0,0,1,0,0,0,1
D13_44,D13,44,0,0,0,1,0,0,0,1
D13_45,D13,45,0,0,0,1,0,7,1,1
D13_46,D13,46,1,0,0,0,0,7,2,1
D13_47,D13,47,0,0,0,1,0,0,0,1
D13_48,D13,48,1,0,0,0,0,6,2,1
D13_49,D13,49,1,0,0,0,1,7,2,1
D13_50,D13,50,1,0,0,0,0,7,2,1
D13_51,D13,51,1,0,0,0,0,7,2,1
D13_52,D13,52,1,0,0,0,0,0,0,1
D13_53,D13,53,0,0,0,1,0,7,2,1
D13_54,D13,54,0,0,0,1,0,7,2,1
D13_55,D13,55,1,0,0,0,0,7,2,1
D13_56,D13,56,0,0,0,1,0,3,2,1
D13_57,D13,57,0,0,0,1,0,0,0,1
D13_58,D13,58,0,0,0,1,0,0,0,1
D13_59,D13,59,0,1,0,1,0,7,2,1
D13_60,D13,60,1,0,0,0,0,7,2,1
D13_61,D13,61,1,0,0,1,0,7,2,1
D13_62,D13,62,-99,-99,0,0,0,0,0,1
D13_63,D13,63,0,0,0,1,0,0,0,0
D13_64,D13,64,0,0,0,0,0,0,0,0
D13_65,D13,65,0,0,0,1,0,7,2,1
D13_66,D13,66,0,0,0,1,0,7,2,1
D13_67,D13,67,0,0,0,1,0,0,0,1
D13_68,D13,68,1,1,0,0,0,7,1,1
D13_69,D13,69,0,0,0,0,0,2,1,1
D13_70,D13,70,0,0,0,1,0,7,2,1
D13_71,D13,71,0,1,5,0,0,2,1,1
D13_72,D13,72,0,0,0,1,0,7,2,1
D13_73,D13,73,0,0,0,1,0,7,2,1
D13_74,D13,74,0,0,2,0,0,2,1,1
D13_75,D13,75,0,1,5,0,0,0,0,0
D13_76,D13,76,-99,-99,0,1,0,0,0,1
D13_77,D13,77,1,0,0,1,0,0,0,1
D13_78,D13,78,0,0,0,0,0,0,0,0
D13_79,D13,79,0,0,0,1,0,0,0,1
D13_80,D13,80,0,0,5,1,0,3,2,0
D13_81,D13,81,0,0,3,1,0,7,1,0
D13_82,D13,82,-99,-99,0,0,0,0,0,0
D13_83,D13,83,-99,-99,0,0,0,0,0,0
D13_84,D13,84,1,0,0,0,0,0,0,0
D13_85,D13,85,1,0,0,0,0,0,0,1
D13_86,D13,86,1,0,0,1,0,0,0,0
D13_87,D13,87,1,0,0,0,1,1,1,0
D13_88,D13,88,1,0,5,0,0,1,0,0
D13_89,D13,89,-99,-99,0,0,0,0,0,0
D13_90,D13,90,1,0,0,0,0,1,1,1
D13_91,D13,91,1,0,0,0,0,1,1,1
D13_92,D13,92,1,0,0,1,0,1,1,1
D13_93,D13,93,1,0,0,0,0,1,1,1
D13_94,D13,94,1,0,0,0,0,1,1,1
D13_95,D13,95,1,0,0,0,0,0,0,1
D13_96,D13,96,1,0,0,0,1,0,0,1
D13_97,D13,97,1,0,0,0,0,0,0,1
D13_98,D13,98,1,0,0,1,0,0,0,1
D13_99,D13,99,1,1,5,0,0,7,2,1
D13_100,D13,100,1,0,0,1,0,1,1,1
D13_101,D13,101,1,0,0,0,0,1,1,1
D13_102,D13,102,1,0,0,0,0,4,2,1
D13_103,D13,103,1,0,0,1,1,5,2,1
D13_104,D13,104,1,0,5,1,0,1,1,1
D13_105,D13,105,1,0,0,0,0,0,0,1
D13_106,D13,106,1,0,0,0,0,7,2,1
D13_107,D13,107,-99,-99,4,0,0,0,0,0
D13_108,D13,108,0,0,0,0,0,4,2,1
D13_109,D13,109,1,0,0,0,0,0,0,1
D13_110,D13,110,0,0,0,1,0,2,2,1
D13_111,D13,111,1,0,0,1,0,1,2,1
D13_112,D13,112,1,0,0,0,0,6,2,1
D13_113,D13,113,1,0,0,0,0,0,0,1
D13_114,D13,114,0,0,0,0,0,3,2,1
D13_115,D13,115,1,1,1,0,0,0,0,0
D13_116,D13,116,0,0,0,1,0,0,0,1
D13_117,D13,117,1,0,0,0,0,7,2,1
D13_118,D13,118,1,0,5,0,0,1,2,1
D14_1,D14,1,1,0,0,0,0,0,0,1
D14_2,D14,2,-99,-99,0,0,0,0,0,0
D14_3,D14,3,0,0,6,1,0,7,1,0
D14_4,D14,4,-99,-99,0,0,0,0,0,0
D14_5,D14,5,1,0,0,0,0,0,0,0
D14_6,D14,6,0,0,0,0,0,0,0,0
D14_7,D14,7,0,0,0,1,0,0,0,0
D14_8,D14,8,0,0,0,0,0,3,1,0
D14_9,D14,9,0,0,0,0,0,0,0,0
D14_10,D14,10,0,0,0,0,0,3,1,0
D14_11,D14,11,0,1,0,0,0,2,1,1
D14_12,D14,12,0,0,2,0,0,0,0,1
D14_13,D14,13,-99,-99,4,0,0,0,0,1
D14_14,D14,14,0,0,0,1,0,0,0,1
D14_15,D14,15,1,0,8,0,0,0,0,1
D14_16,D14,16,0,0,0,1,0,7,2,1
D14_17,D14,17,1,0,0,0,0,4,1,1
D14_18,D14,18,0,0,2,0,0,0,0,1
D14_19,D14,19,0,0,0,1,0,7,2,1
D14_20,D14,20,1,1,0,0,0,7,2,0
D14_21,D14,21,1,0,0,0,1,7,2,0
D14_22,D14,22,1,0,0,0,0,7,2,0
D14_23,D14,23,1,0,0,1,0,7,2,0
D14_24,D14,24,0,0,0,1,0,7,1,1
D14_25,D14,25,0,0,0,0,0,0,0,1
D14_26,D14,26,0,0,0,0,0,0,0,1
D14_27,D14,27,1,0,0,1,0,0,0,0
D14_28,D14,28,1,0,0,1,0,0,0,0
D14_29,D14,29,1,0,0,0,0,0,0,0
D14_30,D14,30,0,0,0,1,0,7,1,0
D14_31,D14,31,0,0,0,1,0,4,2,1
D14_32,D14,32,1,0,0,0,0,1,1,1
D14_33,D14,33,1,0,0,0,0,0,0,1
D14_34,D14,34,1,0,0,0,0,6,2,1
D14_35,D14,35,1,0,0,0,0,6,2,1
D14_36,D14,36,1,0,0,0,0,6,1,1
D14_37,D14,37,1,0,0,0,0,6,1,1
D14_38,D14,38,1,0,0,0,0,6,1,1
D14_39,D14,39,0,0,5,0,0,0,0,0
D14_40,D14,40,-99,-99,1,0,0,7,1,1
D14_41,D14,41,1,1,0,0,0,7,2,1
D14_42,D14,42,1,0,0,0,0,7,2,1
D14_43,D14,43,1,0,0,0,0,7,2,1
D14_44,D14,44,0,0,0,1,0,7,2,1
D14_45,D14,45,1,0,0,1,1,7,2,1
D14_46,D14,46,1,1,0,0,0,7,2,1
D14_47,D14,47,0,1,0,1,0,7,1,1
D14_48,D14,48,1,0,0,0,0,7,2,1
D14_49,D14,49,1,0,0,0,0,7,1,1
D14_50,D14,50,-99,-99,0,1,0,7,1,1
D14_51,D14,51,-99,-99,5,0,0,7,2,0
D14_52,D14,52,0,0,0,1,0,0,0,0
D14_53,D14,53,1,0,0,0,0,0,0,0
D14_54,D14,54,1,0,0,0,0,0,0,0
D14_55,D14,55,1,0,0,0,0,6,1,1
D14_56,D14,56,1,0,0,0,0,6,1,1
D14_57,D14,57,1,0,0,0,0,0,0,1
D14_58,D14,58,1,0,0,0,0,0,0,1
D14_59,D14,59,1,0,0,0,0,0,0,1
D14_60,D14,60,1,0,0,0,0,0,0,1
D14_61,D14,61,1,0,0,0,0,0,0,1
D14_62,D14,62,1,0,0,1,0,0,0,1
D14_63,D14,63,-99,-99,6,1,0,0,0,0
D14_64,D14,64,-99,-99,6,1,0,0,0,0
D14_65,D14,65,-99,-99,1,0,0,0,0,0
D14_66,D14,66,-99,-99,0,0,0,0,0,0
D14_67,D14,67,-99,-99,4,0,0,0,0,0
D14_68,D14,68,0,0,0,0,0,0,0,0
D14_69,D14,69,1,0,0,0,0,0,0,0
D14_70,D14,70,0,0,8,1,0,4,2,0
D14_71,D14,71,1,0,0,0,0,0,0,0
D14_72,D14,72,1,0,0,0,0,0,0,1
D14_73,D14,73,1,0,0,0,0,0,0,0
D14_74,D14,74,0,0,8,1,0,4,2,0
D14_75,D14,75,1,0,0,0,0,0,0,0
D14_76,D14,76,1,0,0,1,0,7,2,1
D14_77,D14,77,1,0,0,0,0,0,0,0
D14_78,D14,78,1,0,0,0,0,7,1,0
D14_79,D14,79,1,0,0,0,1,7,1,0
D14_80,D14,80,-99,-99,0,0,0,0,0,1
D14_81,D14,81,1,0,5,0,0,1,1,1
D14_82,D14,82,1,0,0,1,0,6,2,1
D14_83,D14,83,0,0,0,0,0,5,2,1
D14_84,D14,84,1,0,0,1,0,6,2,1
D14_85,D14,85,1,0,0,0,0,0,0,1
D14_86,D14,86,1,0,0,0,0,6,2,1
D14_87,D14,87,1,0,0,1,0,0,0,1
D14_88,D14,88,0,0,2,1,0,3,2,1
D14_89,D14,89,0,0,0,0,0,0,0,0
D14_90,D14,90,0,0,0,0,0,2,1,0
D14_91,D14,91,0,0,2,0,0,0,0,0
D14_92,D14,92,0,0,0,1,0,0,0,0
D14_93,D14,93,0,1,0,0,0,0,0,0
D14_94,D14,94,0,0,0,0,0,0,0,1
D14_95,D14,95,0,0,0,1,0,7,2,1
D14_96,D14,96,0,0,0,1,0,7,2,1
D14_97,D14,97,0,0,0,0,0,0,0,1
D14_98,D14,98,0,0,0,1,0,7,2,1
D14_99,D14,99,0,0,8,1,0,4,2,1
D14_100,D14,100,0,0,0,1,0,7,2,1
D14_101,D14,101,0,0,7,0,0,7,1,1
D14_102,D14,102,0,0,0,0,0,0,0,1
D14_103,D14,103,-99,-99,7,0,0,0,0,0
D15_1,D15,1,0,0,2,1,0,2,1,0
D15_2,D15,2,0,0,0,0,0,0,0,0
D15_4,D15,3,0,1,5,0,0,0,0,0
D15_3,D15,4,0,0,2,1,0,2,1,0
D15_5,D15,5,1,0,0,0,0,6,1,0
D15_6,D15,6,0,1,6,1,0,0,0,0
D15_7,D15,7,0,1,5,0,0,0,0,0
D15_8,D15,8,1,0,0,0,0,7,2,1
D15_9,D15,9,1,0,0,0,0,7,2,1
D15_10,D15,10,1,0,0,0,0,7,2,1
D15_11,D15,11,1,0,0,0,1,7,2,1
D15_12,D15,12,1,0,0,0,1,7,2,0
D15_13,D15,13,1,0,0,0,0,7,2,0
D15_14,D15,14,1,0,0,1,0,7,1,0
D15_15,D15,15,1,0,0,0,0,7,1,0
D15_16,D15,16,-99,-99,3,0,0,0,0,0
D15_17,D15,17,0,0,0,0,0,2,1,0
D15_18,D15,18,-99,-99,3,0,0,0,0,0
D15_19,D15,19,-99,-99,3,0,0,0,0,0
D15_20,D15,20,-99,-99,4,0,0,0,0,0
D15_21,D15,21,0,1,5,0,0,0,0,0
D15_22,D15,22,1,0,0,0,0,1,1,1
D15_23,D15,23,0,1,3,0,0,0,1,1
D15_24,D15,24,1,0,0,0,0,6,1,1
D15_25,D15,25,1,0,0,0,0,1,2,1
D15_26,D15,26,1,0,0,0,0,1,2,1
D15_27,D15,27,1,0,0,0,0,1,2,1
D15_28,D15,28,1,0,0,0,0,1,2,1
D15_29,D15,29,0,0,0,0,0,1,2,1
D15_30,D15,30,-99,-99,0,0,0,0,0,0
D15_31,D15,31,1,0,0,0,0,6,1,1
D15_32,D15,32,1,0,0,0,0,6,1,1
D15_33,D15,33,1,0,0,0,0,7,1,1
D15_34,D15,34,1,0,0,1,0,7,1,1
D15_35,D15,35,1,0,0,0,0,1,2,1
D15_36,D15,36,1,0,0,0,0,1,2,1
D15_37,D15,37,1,0,0,1,0,5,2,1
D15_38,D15,38,0,1,5,0,0,0,0,0
D15_39,D15,39,-99,-99,0,0,0,0,0,0
D15_40,D15,40,0,1,0,1,0,0,0,0
D15_41,D15,41,0,1,5,0,0,0,0,0
D15_42,D15,42,0,1,3,0,0,0,0,0
D15_43,D15,43,1,0,0,0,0,1,1,1
D15_44,D15,44,1,0,0,0,0,0,0,1
D15_45,D15,45,0,0,0,0,0,2,2,1
D15_46,D15,46,-99,-99,0,0,0,7,1,0
D15_47,D15,47,1,0,0,0,0,7,1,1
D15_48,D15,48,0,0,0,1,0,7,2,1
D15_49,D15,49,1,0,0,0,1,7,2,1
D15_50,D15,50,1,0,0,0,1,7,2,1
D15_51,D15,51,1,0,0,0,1,7,2,1
D15_52,D15,52,1,0,0,0,0,7,2,1
D15_53,D15,53,0,0,0,0,0,0,0,1
D15_54,D15,54,0,0,0,0,0,0,0,1
D15_55,D15,55,1,0,5,0,0,1,1,1
D15_56,D15,56,1,0,0,0,0,7,2,1
D15_57,D15,57,1,0,0,0,0,7,2,1
D15_58,D15,58,1,0,0,0,0,7,2,1
D15_59,D15,59,0,0,0,0,0,0,0,1
D15_60,D15,60,0,0,2,0,0,0,0,1
D15_61,D15,61,0,0,2,1,0,2,1,0
D15_62,D15,62,1,0,5,0,0,1,0,0
D15_63,D15,63,1,0,0,0,0,1,2,1
D15_64,D15,64,1,1,5,0,0,0,0,1
D15_65,D15,65,1,1,5,0,0,0,0,1
D15_66,D15,66,1,0,0,0,0,1,2,1
D15_67,D15,67,-99,-99,3,0,0,0,0,1
D15_68,D15,68,0,0,2,1,0,7,1,1
D15_69,D15,69,0,0,0,0,0,0,0,0
D15_70,D15,70,1,0,0,0,0,1,1,1
D15_71,D15,71,0,0,0,0,0,0,0,1
D15_72,D15,72,0,0,0,1,0,7,1,1
D15_73,D15,73,0,0,0,1,0,3,1,1
D15_74a,D15,74,0,0,0,0,0,0,0,1
D15_74b,D15,75,0,0,0,1,0,0,0,1
D15_75,D15,76,0,0,2,1,0,3,1,1
D15_76,D15,77,0,0,0,0,0,5,2,1
D15_77,D15,78,0,0,2,0,0,2,1,1
D15_78,D15,79,0,0,8,1,0,4,1,1
D15_79,D15,80,0,0,0,1,0,7,1,1
D15_80,D15,81,0,0,0,0,0,2,2,1
D15_81,D15,82,0,0,0,1,0,0,0,1
D15_82,D15,83,0,0,0,1,0,7,1,1
D15_83,D15,84,1,0,0,0,0,7,1,1
D15_84,D15,85,0,0,0,1,0,7,1,1
D15_86,D15,86,1,0,8,0,0,0,0,1
D15_87,D15,87,0,0,2,1,0,0,0,1
D15_88,D15,88,1,0,0,0,0,6,2,1
D15_89,D15,89,1,0,0,0,0,1,0,1
D15_90,D15,90,0,0,0,0,0,3,1,1
D15_91,D15,91,0,0,1,1,0,0,0,1
D15_92,D15,92,0,0,0,1,0,4,1,1
D15_93,D15,93,0,0,0,1,1,4,2,1
D15_94,D15,94,1,0,0,0,0,4,2,1
D15_95,D15,95,0,0,0,1,0,7,1,1
D15_96,D15,96,0,0,0,0,0,0,0,1
D15_97,D15,97,0,0,0,0,0,0,0,1
D15_98,D15,98,0,0,0,1,0,7,1,1
D15_99,D15,99,0,0,0,1,0,0,0,1
D15_100,D15,100,0,1,0,1,0,0,0,0
D15_101,D15,101,1,0,0,0,1,4,2,1
D15_102,D15,102,0,0,0,1,1,4,2,1
D15_103,D15,103,0,0,0,1,1,4,2,1
D15_103btopbanner,D15,104,0,0,0,1,0,3,1,0
D15_104,D15,105,0,0,0,1,0,7,2,1
D15_105,D15,106,0,0,0,1,0,7,2,1
D15_106,D15,107,0,0,0,0,0,0,0,0
D15_107,D15,108,0,0,8,1,1,4,2,1
D15_108,D15,109,0,0,0,1,0,0,0,1
D15_109,D15,110,0,0,0,1,0,0,0,0
D15_110,D15,111,0,0,0,1,0,7,1,1
D15_111,D15,112,0,0,0,1,0,7,1,1
D15_112,D15,113,0,0,0,0,0,0,0,1
D15_113,D15,114,1,1,5,0,0,0,0,0
R1_1,R1,1,0,0,0,1,0,7,1,0
R1_2,R1,2,0,0,2,1,0,0,0,0
R1_3,R1,3,0,0,0,0,1,7,0,1
R1_4,R1,4,0,0,2,1,0,7,1,0
R1_5,R1,5,0,0,2,0,0,3,1,0
R1_6,R1,6,1,0,0,0,0,6,1,1
R1_7,R1,7,0,0,0,0,0,3,2,0
R1_8,R1,8,0,0,0,1,0,7,2,1
R1_9,R1,9,1,0,0,0,0,6,1,0
R1_10,R1,10,0,0,0,1,0,7,1,0
R1_11,R1,11,-99,-99,0,0,0,0,0,0
R1_12,R1,12,0,0,0,1,0,0,0,0
R1_13,R1,13,0,0,0,0,0,0,0,1
R1_14,R1,14,1,0,8,1,1,4,2,1
R1_15,R1,15,0,0,0,1,1,4,2,1
R1_16,R1,16,0,0,2,0,0,0,0,1
R1_17,R1,17,0,0,0,1,0,7,1,1
R1_18,R1,18,0,0,0,1,0,0,0,1
R1_19,R1,19,0,0,8,1,0,4,2,1
R1_20,R1,20,0,0,0,1,0,7,1,1
R1_21,R1,21,0,0,0,1,0,7,2,1
R1_22,R1,22,0,0,0,0,0,2,1,0
R1_23,R1,23,0,1,5,0,0,0,0,0
R1_24,R1,24,0,0,0,0,1,7,0,0
R1_25,R1,25,1,0,0,0,0,6,2,1
R1_26,R1,26,0,0,0,0,0,0,0,1
R1_27,R1,27,0,0,0,0,0,0,0,1
R1_28,R1,28,-99,-99,0,0,0,0,0,0
R1_29,R1,29,-99,-99,0,0,0,0,0,1
R1_30,R1,30,0,1,1,1,0,7,1,1
R1_31,R1,31,1,0,0,1,0,8,1,1
R1_32,R1,32,0,0,0,1,0,7,1,1
R1_33,R1,33,0,0,2,1,0,0,0,1
R1_34,R1,34,1,0,0,0,0,7,1,1
R1_35,R1,35,1,0,0,1,0,7,1,1
R1_36,R1,36,1,0,0,0,0,6,1,0
R1_37,R1,37,1,0,0,0,0,6,1,1
R1_38,R1,38,0,1,5,0,0,0,0,0
R1_39,R1,39,0,0,5,0,0,0,0,1
R1_40,R1,40,1,0,0,1,0,7,1,0
R1_41,R1,41,1,0,0,0,0,7,1,1
R1_42,R1,42,0,0,0,1,0,0,0,0
R1_43,R1,43,-99,-99,3,0,0,0,0,0
R2_1,R2,1,0,0,0,1,1,4,1,0
R2_2,R2,2,1,0,0,1,0,0,0,0
R2_3,R2,3,1,0,0,0,0,6,2,1
R2_4,R2,4,-99,-99,1,0,0,0,0,0
R2_5,R2,5,0,0,2,1,0,3,1,0
R2_6,R2,6,1,0,0,0,1,7,2,1
R2_7,R2,7,1,0,0,1,0,0,0,1
R2_8,R2,8,0,0,2,0,0,3,2,0
R2_9,R2,9,0,0,2,1,0,2,2,1
R2_10,R2,10,0,0,2,1,0,0,0,0
R2_11,R2,11,1,0,0,1,0,7,1,1
R2_12,R2,12,0,0,2,1,0,3,2,1
R2_13,R2,13,-99,-99,7,0,0,0,0,0
R2_14,R2,14,0,0,8,1,1,4,2,0
R2_15,R2,15,0,0,0,1,1,4,2,1
R2_16,R2,16,0,0,2,1,0,7,1,0
R2_17,R2,17,-99,-99,5,0,0,0,0,0
R2_18,R2,18,0,0,0,1,0,7,1,0
R2_18b,R2,19,0,0,1,0,0,7,1,0
R2_19,R2,20,1,0,0,0,0,7,2,1
R2_20,R2,21,1,0,0,0,0,7,2,1
R2_21,R2,22,-99,-99,0,0,0,0,0,0
R2_22,R2,23,1,0,7,0,0,7,1,0
R2_23,R2,24,0,0,7,1,0,7,1,1
R2_24,R2,25,1,0,8,0,1,4,2,0
R2_25,R2,26,0,0,0,1,0,7,1,1
R2_26,R2,27,0,0,0,1,1,7,1,1
R2_27,R2,28,0,0,0,1,0,7,2,1
R2_28,R2,29,0,0,0,1,0,7,1,1
R2_29,R2,30,0,0,2,1,0,3,2,1
R2_30,R2,31,0,0,0,0,0,0,0,1
R2_31,R2,32,0,0,8,1,1,4,2,1
R2_32,R2,33,-99,-99,0,0,0,0,0,1
R2_33,R2,34,0,0,2,1,0,0,0,1
R2_34,R2,35,-99,-99,3,0,0,0,0,0
R3_1,R3,1,1,0,0,0,0,7,1,0
R3_2,R3,2,1,0,0,0,0,7,1,0
R3_3,R3,3,1,0,0,0,0,0,1,0
R3_4,R3,4,1,0,0,0,0,7,1,1
R3_5,R3,5,-99,-99,0,0,0,0,0,0
R3_6,R3,6,1,0,0,0,1,7,1,1
R3_7,R3,7,1,0,0,1,0,0,0,0
R3_8,R3,8,1,0,0,0,0,0,1,0
R3_9,R3,9,1,0,0,1,0,7,1,1
R3_10,R3,10,1,0,0,0,0,1,1,0
R3_11,R3,11,1,0,0,0,1,7,1,0
R3_12,R3,12,-99,-99,0,0,0,0,0,0
R3_13,R3,13,-99,-99,0,0,0,0,0,1
R3_14,R3,14,1,0,0,0,0,1,1,1
R3_15,R3,15,0,1,6,1,0,0,0,0
