"image","magazine_id","time","image_number","in_out","explicit","symbol","weapon","gruesome","narrative","strength","caption","outgroup","ingroup","crisis","solution","jihad","utopia","punish","unity","outplot","sinful","victim","occupy"
"D7_88","D7",7,88,0,0,0,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D8_1","D8",8,1,-99,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8_2","D8",8,2,-99,-99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8_3","D8",8,3,0,0,2,1,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D8_4","D8",8,4,0,0,0,0,1,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D8_5","D8",8,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_6","D8",8,6,1,0,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D8_7","D8",8,7,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D8_8","D8",8,8,0,0,0,0,1,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D8_9","D8",8,9,1,0,0,0,0,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0
"D8_10","D8",8,10,1,1,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D8_11","D8",8,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_12","D8",8,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_13","D8",8,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_14","D8",8,14,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D8_15","D8",8,15,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8_16","D8",8,16,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D8_17","D8",8,17,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_18","D8",8,18,0,0,2,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D8_19","D8",8,19,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_20","D8",8,20,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_21","D8",8,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D8_22","D8",8,22,1,0,0,1,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D8_23","D8",8,23,0,0,0,0,1,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D8_24","D8",8,24,0,0,0,1,1,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D8_25","D8",8,25,1,0,0,1,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D8_26","D8",8,26,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_27","D8",8,27,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_28","D8",8,28,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_29","D8",8,29,0,0,0,1,1,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0
"D8_30","D8",8,30,0,0,0,1,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0
"D8_31","D8",8,31,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_32","D8",8,32,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_33","D8",8,33,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_34","D8",8,34,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_35","D8",8,35,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_36","D8",8,36,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_37","D8",8,37,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_38","D8",8,38,1,0,0,1,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0
"D8_39","D8",8,39,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_40","D8",8,40,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_41","D8",8,41,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_42","D8",8,42,-99,-99,3,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"D8_43","D8",8,43,0,1,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D8_44","D8",8,44,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8_45","D8",8,45,0,0,2,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D8_46","D8",8,46,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_47","D8",8,47,0,0,0,0,0,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0
"D8_48","D8",8,48,0,0,0,0,1,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D8_49","D8",8,49,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_50","D8",8,50,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8_51","D8",8,51,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8_52","D8",8,52,0,1,3,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D8_53","D8",8,53,-99,-99,5,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"D8_54","D8",8,54,0,0,0,1,0,7,2,0,0,1,0,1,1,0,0,0,0,0,0,0
"D8_55","D8",8,55,0,0,0,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D8_56","D8",8,56,0,0,0,1,0,7,2,0,0,1,0,1,1,0,0,0,0,0,0,0
"D8_57","D8",8,57,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_58","D8",8,58,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_59","D8",8,59,0,0,2,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D8_60","D8",8,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_61","D8",8,61,0,0,0,1,0,7,2,0,0,1,0,1,1,0,0,0,0,0,0,0
"D8_62","D8",8,62,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D8_63","D8",8,63,0,0,0,1,0,7,2,0,0,1,0,1,1,0,0,0,0,0,0,0
"D8_64","D8",8,64,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_65","D8",8,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_66","D8",8,66,-99,-99,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"D8_67","D8",8,67,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"D8_68","D8",8,68,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
"D8_69","D8",8,69,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_70","D8",8,70,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_71","D8",8,71,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_72","D8",8,72,0,0,5,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D8_73","D8",8,73,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D8_74","D8",8,74,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D8_75","D8",8,75,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_76","D8",8,76,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_77","D8",8,77,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_78","D8",8,78,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_79","D8",8,79,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_80","D8",8,80,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_81","D8",8,81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_82","D8",8,82,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_83","D8",8,83,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_84","D8",8,84,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_85","D8",8,85,-99,-99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8_86","D8",8,86,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D8_87","D8",8,87,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D8_88","D8",8,88,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_89","D8",8,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D8_90","D8",8,90,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_91","D8",8,91,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D8_92","D8",8,92,1,0,0,0,0,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0
"D8_93","D8",8,93,-99,-99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_1","D9",9,1,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_2","D9",9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_3","D9",9,3,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_4","D9",9,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_5","D9",9,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_6","D9",9,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_7","D9",9,7,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"D9_8","D9",9,8,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_9","D9",9,9,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_10","D9",9,10,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_11","D9",9,11,1,0,0,1,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_12","D9",9,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_13","D9",9,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_14","D9",9,14,0,0,0,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D9_15","D9",9,15,-99,-99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_16","D9",9,16,1,1,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D9_17","D9",9,17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D9_18","D9",9,18,1,1,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D9_19","D9",9,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D9_20","D9",9,20,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_21","D9",9,21,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D9_22","D9",9,22,1,0,0,1,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_23","D9",9,23,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D9_24","D9",9,24,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_25","D9",9,25,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_26","D9",9,26,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_27","D9",9,27,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_28","D9",9,28,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_29","D9",9,29,0,0,2,1,0,7,2,0,0,1,0,1,1,0,0,0,0,0,0,0
"D9_30","D9",9,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_31","D9",9,31,0,0,0,1,0,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D9_32","D9",9,32,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_33","D9",9,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_34","D9",9,34,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_35","D9",9,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_36","D9",9,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_37","D9",9,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_38","D9",9,38,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_39","D9",9,39,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_40","D9",9,40,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D9_41","D9",9,41,0,1,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_42","D9",9,42,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_43","D9",9,43,0,1,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_44","D9",9,44,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_45","D9",9,45,0,0,0,1,0,7,2,0,0,1,0,1,1,0,0,0,0,0,0,0
"D9_46","D9",9,46,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_47","D9",9,47,0,1,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_48","D9",9,48,0,0,2,1,1,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D9_49","D9",9,49,-99,-99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"D9_50","D9",9,50,0,0,8,1,0,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D9_51","D9",9,51,1,0,0,0,1,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0
"D9_52","D9",9,52,0,0,8,1,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0
"D9_53","D9",9,53,0,0,0,0,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0
"D9_54","D9",9,54,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D9_55","D9",9,55,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_56","D9",9,56,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_57","D9",9,57,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_58","D9",9,58,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_59","D9",9,59,0,1,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_60","D9",9,60,0,0,8,1,0,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D9_61","D9",9,61,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_62","D9",9,62,1,0,0,0,0,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"D9_63","D9",9,63,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_64","D9",9,64,-99,-99,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_65","D9",9,65,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_66","D9",9,66,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_67","D9",9,67,-99,-99,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0
"D9_68","D9",9,68,0,0,0,0,0,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0
"D9_69","D9",9,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D9_70","D9",9,70,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_71","D9",9,71,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_72","D9",9,72,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_73","D9",9,73,0,0,2,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D9_74","D9",9,74,0,0,0,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D9_75","D9",9,75,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_76","D9",9,76,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_77","D9",9,77,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_78","D9",9,78,1,1,5,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"D9_79","D9",9,79,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_80","D9",9,80,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D9_81","D9",9,81,0,0,5,0,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"D9_82","D9",9,82,0,0,0,1,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0
"D9_83","D9",9,83,0,0,2,1,0,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0
"D9_84","D9",9,84,-99,-99,2,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"D9_85","D9",9,85,1,0,0,0,0,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0
"D9_86","D9",9,86,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_87","D9",9,87,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_88","D9",9,88,1,0,0,1,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_89","D9",9,89,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_90","D9",9,90,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_91","D9",9,91,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_92","D9",9,92,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D9_93","D9",9,93,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_94","D9",9,94,1,0,0,1,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_95","D9",9,95,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D9_96","D9",9,96,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_97","D9",9,97,1,1,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_98","D9",9,98,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_99","D9",9,99,1,1,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_100","D9",9,100,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_101","D9",9,101,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_102","D9",9,102,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D9_103","D9",9,103,-99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_104","D9",9,104,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_105","D9",9,105,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_106","D9",9,106,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_107","D9",9,107,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_108","D9",9,108,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_109","D9",9,109,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_110","D9",9,110,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_111","D9",9,111,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_112","D9",9,112,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_113","D9",9,113,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_114","D9",9,114,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_115","D9",9,115,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"D9_116","D9",9,116,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D9_117","D9",9,117,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D9_118","D9",9,118,-99,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9_119","D9",9,119,0,0,2,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_120","D9",9,120,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D9_121","D9",9,121,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D9_122","D9",9,122,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D9_123","D9",9,123,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_124","D9",9,124,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_125","D9",9,125,0,1,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_126","D9",9,126,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_127","D9",9,127,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D9_128","D9",9,128,0,0,8,1,0,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D9_129","D9",9,129,0,0,2,1,0,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D9_130","D9",9,130,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_131","D9",9,131,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D9_132","D9",9,132,-99,1,0,0,0,7,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"D9_133","D9",9,133,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_1","D10",10,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_2","D10",10,2,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D10_3","D10",10,3,1,0,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D10_4","D10",10,4,1,0,0,0,1,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D10_5","D10",10,5,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D10_6","D10",10,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D10_7","D10",10,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D10_8","D10",10,8,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D10_9","D10",10,9,1,0,0,0,0,7,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"D10_10","D10",10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_11","D10",10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_12","D10",10,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_13","D10",10,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_14","D10",10,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_15","D10",10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_16","D10",10,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_17","D10",10,17,1,0,0,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"D10_18","D10",10,18,1,0,0,1,0,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"D10_19","D10",10,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_20","D10",10,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_21","D10",10,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_22","D10",10,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_23","D10",10,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_24","D10",10,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_25","D10",10,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D10_26","D10",10,26,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D10_27","D10",10,27,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D10_28","D10",10,28,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D10_29","D10",10,29,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D10_30","D10",10,30,1,0,2,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D10_31","D10",10,31,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D10_32","D10",10,32,0,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D10_33","D10",10,33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D10_34","D10",10,34,0,0,0,1,0,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0
