"image","magazine_id","time","image_number","in_out","explicit","symbol","weapon","gruesome","narrative","strength","caption","outgroup","ingroup","crisis","solution","jihad","utopia","punish","unity","outplot","sinful","victim","occupy"
"D4_44","D4",4,44,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D4_45","D4",4,45,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D4_46","D4",4,46,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D4_47","D4",4,47,1,0,0,0,1,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D4_48","D4",4,48,0,0,2,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_49","D4",4,49,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_50","D4",4,50,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_51","D4",4,51,0,0,2,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_52","D4",4,52,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_53","D4",4,53,0,0,2,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_54","D4",4,54,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_55","D4",4,55,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_56","D4",4,56,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
"D4_57","D4",4,57,-99,-99,0,1,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"D4_58","D4",4,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D4_59","D4",4,59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_60","D4",4,60,-99,-99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D4_61","D4",4,61,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D4_62","D4",4,62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D4_63","D4",4,63,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D4_64","D4",4,64,1,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D4_65","D4",4,65,1,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"D4_66","D4",4,66,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"D4_67","D4",4,67,1,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"D4_68","D4",4,68,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_69","D4",4,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_70","D4",4,70,1,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"D4_71","D4",4,71,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_72","D4",4,72,1,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"D4_73","D4",4,73,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_74","D4",4,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D4_75","D4",4,75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D4_76","D4",4,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_77","D4",4,77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_78","D4",4,78,1,0,8,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"D4_79","D4",4,79,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D4_80","D4",4,80,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_90","D4",4,81,0,0,0,0,1,5,2,0,0,1,1,0,0,0,0,0,0,0,1,0
"D4_91","D4",4,82,0,0,0,0,1,5,2,0,0,1,1,0,0,0,0,0,0,0,1,0
"D4_92","D4",4,83,0,0,0,0,1,5,2,0,0,1,1,0,0,0,0,0,0,0,1,0
"D4_93","D4",4,84,1,0,8,0,1,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0
"D4_94","D4",4,85,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_95","D4",4,86,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_96","D4",4,87,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D4_97","D4",4,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_1","D5",5,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_2","D5",5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_3","D5",5,3,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_4","D5",5,4,0,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_5","D5",5,5,-99,-99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D5_6","D5",5,6,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_7","D5",5,7,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_8","D5",5,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_9","D5",5,9,1,0,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D5_10","D5",5,10,1,0,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D5_11","D5",5,11,1,0,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D5_12","D5",5,12,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_13","D5",5,13,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_14","D5",5,14,0,0,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_15","D5",5,15,0,0,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_16","D5",5,16,1,0,0,1,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D5_17","D5",5,17,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D5_18","D5",5,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_19","D5",5,19,0,0,2,0,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"D5_20","D5",5,20,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"D5_21","D5",5,21,0,0,2,0,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"D5_22","D5",5,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_23","D5",5,23,-99,-99,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"D5_24","D5",5,24,0,0,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_25","D5",5,25,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_26","D5",5,26,0,0,2,0,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_27","D5",5,27,0,0,0,0,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_28","D5",5,28,0,0,2,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_29","D5",5,29,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D5_30","D5",5,30,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D5_31","D5",5,31,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_32","D5",5,32,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_33","D5",5,33,0,1,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D5_34","D5",5,34,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_35","D5",5,35,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_36","D5",5,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_37","D5",5,37,0,0,2,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_38","D5",5,38,0,0,0,1,1,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D5_39","D5",5,39,0,0,2,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_40","D5",5,40,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_41","D5",5,41,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_42","D5",5,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_43","D5",5,43,0,0,2,1,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"D5_44","D5",5,44,0,0,0,0,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_45","D5",5,45,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_46","D5",5,46,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_47","D5",5,47,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_48","D5",5,48,1,0,0,1,0,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"D5_49","D5",5,49,0,0,1,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_50","D5",5,50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D5_51","D5",5,51,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D5_52","D5",5,52,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D5_53","D5",5,53,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D5_54","D5",5,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D5_55","D5",5,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D5_56","D5",5,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D5_57","D5",5,57,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D5_58","D5",5,58,0,1,0,1,0,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"D5_59","D5",5,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D6_1","D6",6,1,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6_2","D6",6,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D6_3","D6",6,3,1,0,0,0,0,7,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"D6_4","D6",6,4,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D6_5","D6",6,5,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D6_6","D6",6,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D6_7","D6",6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D6_8","D6",6,8,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D6_9","D6",6,9,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D6_10","D6",6,10,0,0,2,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"D6_11","D6",6,11,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D6_12","D6",6,12,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D6_13","D6",6,13,0,0,0,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D6_14","D6",6,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D6_15","D6",6,15,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D6_16","D6",6,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D6_17","D6",6,17,1,0,0,1,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"D6_18","D6",6,18,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_19","D6",6,19,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_20","D6",6,20,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_21","D6",6,21,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_22","D6",6,22,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_23","D6",6,23,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D6_24","D6",6,24,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_25","D6",6,25,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D6_26","D6",6,26,0,0,2,0,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_27","D6",6,27,0,0,2,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_28","D6",6,28,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_29","D6",6,29,0,0,0,1,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D6_30","D6",6,30,0,0,0,1,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D6_31","D6",6,31,0,0,2,1,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D6_32","D6",6,32,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_33","D6",6,33,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_34","D6",6,34,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D6_35","D6",6,35,0,0,0,1,1,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D6_36","D6",6,36,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D6_37","D6",6,37,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_38","D6",6,38,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_39","D6",6,39,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_40","D6",6,40,0,0,0,0,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_41","D6",6,41,1,0,0,0,1,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D6_42","D6",6,42,0,0,0,1,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_43","D6",6,43,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D6_44","D6",6,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D6_45","D6",6,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D6_46","D6",6,46,1,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_47","D6",6,47,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_48","D6",6,48,0,0,0,0,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_49","D6",6,49,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_50","D6",6,50,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_51","D6",6,51,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6_52","D6",6,52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D6_53","D6",6,53,1,0,0,0,0,7,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"D6_54","D6",6,54,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D6_55","D6",6,55,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_56","D6",6,56,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
"D6_57","D6",6,57,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D6_58","D6",6,58,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D6_59","D6",6,59,0,0,0,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D6_60","D6",6,60,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_61","D6",6,61,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_62","D6",6,62,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D6_63","D6",6,63,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_64","D6",6,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D6_65","D6",6,65,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_66","D6",6,66,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6_67","D6",6,67,0,1,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"D6_68","D6",6,68,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D6_69","D6",6,69,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D6_70","D6",6,70,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_1","D7",7,1,1,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"D7_2","D7",7,2,0,0,8,1,0,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D7_3","D7",7,3,0,0,8,1,0,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D7_4","D7",7,4,1,0,8,0,1,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D7_5","D7",7,5,0,0,0,0,1,5,2,1,0,1,1,0,0,0,0,0,0,0,1,0
"D7_6","D7",7,6,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_7","D7",7,7,1,0,0,0,1,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D7_8","D7",7,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_9","D7",7,9,0,0,0,1,0,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"D7_10","D7",7,10,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"D7_11","D7",7,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_12","D7",7,12,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D7_13","D7",7,13,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_14","D7",7,14,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_15","D7",7,15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_16","D7",7,16,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_17","D7",7,17,0,0,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D7_18","D7",7,18,0,0,0,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D7_19","D7",7,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_20","D7",7,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D7_21","D7",7,21,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D7_22","D7",7,22,0,0,8,1,0,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0
"D7_23","D7",7,23,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D7_24","D7",7,24,1,1,5,1,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D7_25","D7",7,25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D7_26","D7",7,26,0,0,8,1,0,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0
"D7_27","D7",7,27,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"D7_28","D7",7,28,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"D7_29","D7",7,29,0,0,2,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D7_30","D7",7,30,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D7_31","D7",7,31,0,0,2,1,0,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"D7_32","D7",7,32,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D7_33","D7",7,33,0,0,2,0,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"D7_34","D7",7,34,-99,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D7_35","D7",7,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D7_36","D7",7,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D7_37","D7",7,37,1,0,0,1,0,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"D7_38","D7",7,38,1,0,0,0,0,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D7_39","D7",7,39,0,0,2,1,0,7,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"D7_40","D7",7,40,0,0,0,0,0,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"D7_41","D7",7,41,1,0,0,0,1,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0
"D7_42","D7",7,42,1,0,0,0,0,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D7_43","D7",7,43,0,0,0,0,1,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D7_44","D7",7,44,0,0,0,0,1,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0
"D7_45","D7",7,45,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D7_46","D7",7,46,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_47","D7",7,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_48","D7",7,48,0,0,0,0,1,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"D7_49","D7",7,49,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"D7_50","D7",7,50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_51","D7",7,51,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D7_52","D7",7,52,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D7_53","D7",7,53,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_54","D7",7,54,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_55","D7",7,55,1,0,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D7_56","D7",7,56,1,0,0,0,0,7,2,1,1,0,0,1,1,0,0,0,0,0,0,0
"D7_57","D7",7,57,1,0,0,0,0,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D7_58","D7",7,58,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
"D7_59","D7",7,59,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
"D7_60","D7",7,60,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_61","D7",7,61,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"D7_62","D7",7,62,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"D7_63","D7",7,63,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"D7_64","D7",7,64,1,0,0,0,1,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0
"D7_65","D7",7,65,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D7_66","D7",7,66,1,0,0,1,0,8,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"D7_67","D7",7,67,1,0,0,0,0,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0
"D7_68","D7",7,68,1,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0
"D7_69","D7",7,69,0,0,0,0,1,5,2,0,0,1,1,0,0,0,0,0,0,0,1,0
"D7_70","D7",7,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_71","D7",7,71,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_72","D7",7,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_73","D7",7,73,-99,-99,0,1,0,7,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"D7_74","D7",7,74,0,0,2,1,0,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"D7_75","D7",7,75,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_76","D7",7,76,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"D7_77","D7",7,77,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"D7_78","D7",7,78,1,0,0,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0
"D7_79","D7",7,79,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D7_80","D7",7,80,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D7_81","D7",7,81,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"D7_82","D7",7,82,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D7_83","D7",7,83,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D7_84","D7",7,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D7_85","D7",7,85,0,0,5,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"D7_86","D7",7,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D7_87","D7",7,87,-99,-99,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0
